"k","b1","b2","b3","b4"
0.0,"0.9770362865587946","-0.9996466796939538","-0.9770362865587949","0.9996466796939537"
0.005148602457202833,"0.9742479885231996","-0.9996352373220622","-0.9742479885231998","0.9996352373220619"
0.010297204914405667,"0.9709867871252142","-0.9996233193822375","-0.9709867871252142","0.9996233193822375"
0.015445807371608444,"0.967147249194777","-0.9996109015363176","-0.9671472491947769","0.9996109015363176"
0.020594409828811278,"0.9625944495720005","-0.9995979579561576","-0.962594449572","0.9995979579561574"
0.025743012286014055,"0.9571540101380991","-0.9995844612168319","-0.9571540101380994","0.9995844612168316"
0.03089161474321689,"0.9505982185865431","-0.9995703821810258","-0.9505982185865429","0.9995703821810257"
0.03604021720041972,"0.9426265003834731","-0.9995556898737854","-0.9426265003834732","0.9995556898737856"
0.0411888196576225,"0.9328377177217062","-0.9995403513467153","-0.9328377177217064","0.9995403513467153"
0.04633742211482522,"0.9206906340394245","-0.9995243315306097","-0.9206906340394245","0.9995243315306098"
0.05148602457202811,"0.9054473677103685","-0.9995075930754054","-0.9054473677103683","0.9995075930754055"
0.056634627029230944,"0.8860929182611332","-0.9994900961762023","-0.8860929182611328","0.9994900961762023"
0.061783229486433666,"0.8612226876631238","-0.9994717983839898","-0.8612226876631239","0.9994717983839897"
0.0669318319436365,"0.8288919573562217","-0.9994526543995332","-0.8288919573562216","0.999452654399533"
0.07208043440083933,"0.7864336342502742","-0.9994326158487252","-0.7864336342502741","0.9994326158487252"
0.07722903685804211,"0.7302898693280797","-0.9994116310375024","-0.7302898693280798","0.9994116310375026"
0.08237763931524494,"0.6560001797531488","-0.9993896446842088","-0.6560001797531486","0.9993896446842085"
0.08752624177244778,"0.5586724449238163","-0.999366597627046","-0.5586724449238167","0.999366597627046"
0.09267484422965055,"0.4344585419826958","-0.9993424265039688","-0.43445854198269585","0.9993424265039688"
0.09782344668685328,"0.28333820145788713","-0.9993170634020636","-0.2833382014578869","0.9993170634020636"
0.10297204914405617,"0.1121377783771142","-0.9992904354731009","-0.1121377783771138","0.9992904354731009"
0.108120651601259,"-0.06528744753506976","-0.9992624645115398","0.06528744753506915","0.9992624645115401"
0.11326925405846172,"-0.2328066854972136","-0.9992330664907969","0.23280668549721356","0.999233066490797"
0.11841785651566455,"-0.3785782477127605","-0.9992021510530826","0.37857824771276033","0.9992021510530829"
0.12356645897286739,"-0.49804125354070294","-0.9991696209474912","0.49804125354070283","0.9991696209474914"
0.12871506143007017,"-0.5924141789142326","-0.9991353714103566","0.5924141789142323","0.9991353714103565"
0.133863663887273,"-0.6656677293137515","-0.9990992894811064","0.6656677293137514","0.9990992894811063"
0.13901226634447578,"-0.7222864866366919","-0.9990612532459415","0.7222864866366921","0.9990612532459413"
0.1441608688016786,"-0.7662214034198294","-0.9990211310006454","0.7662214034198294","0.9990211310006458"
0.14930947125888144,"-0.8006053795548164","-0.9989787803226489","0.8006053795548163","0.998978780322649"
0.15445807371608422,"-0.8278045475842202","-0.9989340470410927","0.82780454758422","0.9989340470410923"
0.15960667617328705,"-0.8495690570883521","-0.998886764092086","0.8495690570883526","0.9988867640920857"
0.1647552786304899,"-0.8671857211819822","-0.9988367502445156","0.8671857211819818","0.9988367502445159"
0.16990388108769267,"-0.8816027620130126","-0.9987838086796583","0.8816027620130124","0.9987838086796584"
0.17505248354489544,"-0.8935235781561695","-0.9987277254053976","0.8935235781561697","0.9987277254053978"
0.18020108600209822,"-0.9034746849885145","-0.9986682674830051","0.9034746849885142","0.998668267483005"
0.18534968845930105,"-0.911854209491172","-0.9986051810410992","0.9118542094911722","0.9986051810410991"
0.19049829091650383,"-0.9189663787336446","-0.9985381890475319","0.9189663787336446","0.9985381890475322"
0.19564689337370667,"-0.9250461108712879","-0.9984669888053799","0.9250461108712877","0.9984669888053799"
0.2007954958309095,"-0.9302766561586019","-0.9983912491338747","0.9302766561586013","0.9983912491338747"
0.20594409828811228,"-0.9348023542303672","-0.9983106071888106","0.9348023542303673","0.9983106071888109"
0.21109270074531505,"-0.9387379433982609","-0.9982246648695273","0.9387379433982614","0.9982246648695272"
0.21624130320251783,"-0.9421754185220323","-0.9981329847507694","0.9421754185220321","0.9981329847507692"
0.22138990565972066,"-0.9451891314933587","-0.9980350854672879","0.9451891314933588","0.9980350854672876"
0.2265385081169235,"-0.9478396205612437","-0.9979304364666111","0.9478396205612434","0.9979304364666111"
0.23168711057412628,"-0.9501765116786894","-0.9978184520306055","0.9501765116786893","0.9978184520306054"
0.2368357130313291,"-0.9522407360898176","-0.9976984844486747","0.9522407360898179","0.9976984844486751"
0.2419843154885319,"-0.9540662394575399","-0.997569816204162","0.9540662394575399","0.997569816204162"
0.24713291794573472,"-0.9556813094647877","-0.9974316510098283","0.955681309464788","0.9974316510098284"
0.25228152040293755,"-0.9571096145978913","-0.997283103497293","0.9571096145978915","0.9972831034972929"
0.25743012286014033,"-0.9583710223966179","-0.997123187327688","0.9583710223966178","0.9971231873276881"
0.26257872531734316,"-0.9594822478744641","-0.9969508014450374","0.9594822478744638","0.9969508014450374"
0.267727327774546,"-0.9604573700479127","-0.9967647141379714","0.9604573700479127","0.9967647141379716"
0.27287593023174883,"-0.9613082451650303","-0.9965635445068732","0.9613082451650303","0.996563544506873"
0.27802453268895166,"-0.9620448383180107","-0.9963457408492367","0.9620448383180107","0.9963457408492365"
0.2831731351461545,"-0.9626754899779996","-0.9961095553717956","0.9626754899779995","0.9961095553717957"
0.28832173760335733,"-0.9632071301204126","-0.99585301450867","0.9632071301204127","0.9958530145086703"
