"k","e1","e2","e3","e4"
0.0,"-2.1150845792819757","-2.110360509067011","-1.645761814543693","1.6518151378096029"
0.005148602457202833,"-2.0724284423022934","-2.0673932392397676","-1.6289284983479573","1.6353143109320958"
0.010297204914405667,"-2.0302382559909136","-2.0248581758891273","-1.6120611706604264","1.6188137513546814"
0.015445807371608444,"-1.9885194167422429","-1.9827553282638017","-1.5951544350866955","1.602313468326076"
0.020594409828811278,"-1.9472784849102713","-1.9410847060261367","-1.5782017312727747","1.5858134715086216"
0.025743012286014055,"-1.90652350446785","-1.899846319274998","-1.5611950152458116","1.5693137710011837"
0.03089161474321689,"-1.8662644291124082","-1.8590401785701867","-1.544124333308376","1.5528143773635656"
0.03604021720041972,"-1.8265136959402417","-1.8186662949584875","-1.5269772483641746","1.5363153016425521"
0.0411888196576225,"-1.787287005285127","-1.7787246800014813","-1.5097380600794303","1.5198165553997238"
0.04633742211482522,"-1.7486043902083006","-1.7392153458052675","-1.492386735392906","1.503318150741179"
0.05148602457202811,"-1.7104916936879495","-1.7001383050522485","-1.4748974313264127","1.4868201003493204"
0.056634627029230944,"-1.6729826168806206","-1.6614935710351448","-1.4572364467234071","1.4703224175168683"
0.061783229486433666,"-1.6361215537299136","-1.623281157693412","-1.4393593876402888","1.4538251161832791"
0.0669318319436365,"-1.599967465043082","-1.5855010796522795","-1.4212072932698017","1.4373282109737824"
0.07208043440083933,"-1.5645990044963716","-1.5481533522646218","-1.4027015099357019","1.420831717241252"
